Location,Lat,Long,Fog1,Fog2,PictureUrl,Description
Le Quattro Fontane, 41.9019677, 12.4907112, 0, 1, https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/San_Carlo_alle_Quattro_Fontane_-_Front.jpg/1200px-San_Carlo_alle_Quattro_Fontane_-_Front.jpg, "Le Quattro Fontane, Taormina : consultez 31 avis sur Le Quattro Fontane, noté 4 sur 5 sur Tripadvisor et classé #161 sur 249 restaurants à Taormina.........Leggi di più su: https://www.tripadvisor.fr/Restaurant_Review-g187892-d2139745-Reviews-Le_Quattro..."
Fontana delle Tartarughe, 41.893862183462, 12.477495798957, 1, 0, https://studioarchihouse.files.wordpress.com/2016/05/fontana-delle-tartarughe-3.jpg, "The Fontana delle Tartarughe (The Turtle Fountain) is a fountain of the late Italian Renaissance, located in Piazza Mattei, in the Sant'Angelo district of Rome, Italy. It was built between 1580 and 1588 by the architect Giacomo della Porta and the sculptor Taddeo Landini.........Leggi di più su: https://en.wikipedia.org/wiki/Fontana_delle_Tartarughe"
Villa Medici - Accademia di Francia a Roma, 41.908265743942, 12.482432126999, 0, 1, https://culturainternazionale.files.wordpress.com/2009/10/accademia-di-francia-a-roma.jpg, "L’Accademia di Francia a Roma – Villa Medici, fulcro della vita culturale romana ed europea, si trova sulla collina del Pincio, nel cuore di Roma.........Leggi di più su: https://www.villamedici.it"
Monte del Grano (Il), 41.866531, 12.546809, 1, 0, http://www.sovraintendenzaroma.it/sites/default/files/storage/images/i_luoghi/roma_antica/monumenti/mausoleo_di_monte_del_grano/mausoleo_di_monte_del_grano/mausoleo_di_monte_del_grano__1/59414-1-ita-IT/mausoleo_di_monte_del_grano.jpg, "Monumento situato poco distante dalla via Tuscolana, presso largo dei Quintili e all’interno del Parco XVII aprile 1944, si tratta di un sepolcro a tumulo, nell’aspetto attuale molto simile ad un poggio naturale, il cui nome deriva probabilmente dalla forma della tomba, che nel passato era........Leggi di più su: https://www.parcodegliacquedotti.it/il-nostro-esperto-monte-del-grano"
Via dei Coronari, 41.900488306067, 12.46973991394, 0, 1, https://upload.wikimedia.org/wikipedia/commons/8/84/Roma_Via_dei_Coronari.jpg, "La Via dei Coronari est une rue célèbre de Rome, d'environ 500 mètres de long, située dans le rione Ponte. Dans la rue, il y a aussi le théâtre portant ce nom.........Leggi di più su: https://fr.wikipedia.org/wiki/Via_dei_Coronari"
Fosse Ardeatine, 41.859077535285, 12.510855948682, 0, 0, https://scoprendoroma.info/wp-content/uploads/2018/04/fosse-ardeatine.jpg, "Le massacre des Fosses ardéatines désigne le massacre de 335 civils italiens perpétré par les troupes d'occupation nazies à Rome le 24 mars 1944. Ce massacre fut commis en représailles à un attentat le jour précédent, via Rasella. Les Fosses sont devenues un monument ouvert au public.........Leggi di più su: https://fr.wikipedia.org/wiki/Massacre_des_Fosses_ardéatines"
Colonna di Marco Aurelio, 41.90083, 12.48, 0, 1, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/La_Colonna_di_Marco_Aurelio_%285966172297%29.jpg/1200px-La_Colonna_di_Marco_Aurelio_%285966172297%29.jpg, "La colonna fu fatta erigere dal figlio di Marco Aurelio, Commodo, durante il suo impero (180-192), insieme agli otto pannelli che ornano l'attico dell'arco di Costantino ed ai tre conservati nei Musei Capitolini e che, in realtà, erano originariamente destinati a qualche monumento ufficiale, forse un arco onorario. Il basamento era ornato da una serie di bassorilievi che furono distrutti ...........Leggi di più su: https://it.wikipedia.org/wiki/Colonna_di_Marco_Aurelio"
Catacombe di Priscilla, 41.929711621527, 12.508783605773, 0, 1, https://www.lamoneta.it/uploads/monthly_2016_12/585d255350780_CatacombePriscilla.3.jpg.png.72217d8d5bb34345a2fc3e7a489ccfcd.png, "La catacomba di Priscilla, conosciuta in tutti i documenti topografici e liturgici antichi, si apre sulla Via Salaria con ingresso presso il convento delle Suore Benedettine di Priscilla. Per la quantità di martiri qui sepolti, questo cimitero era chiamato la regina catacumbarum.........Leggi di più su: www.catacombepriscilla.com"
Catacombe di Domitilla, 41.858924566863, 12.505473535976, 0, 0, https://i.pinimg.com/originals/2c/6a/6d/2c6a6da05c9ba99228068306657fbf82.jpg, "Le Catacombe di Domitilla sono il più grande ed il più antico cimitero sotterraneo di Roma, facente parte della proprietà di Flavia Domitilla e risalente all’anno 120 d.c. Gli affreschi conservati sono una espressione della fede dei primi cristiani.........Leggi di più su: https://www.catacombedomitilla.it"
Scala Santa, 41.886975754567, 12.506470467383, 1, 0, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Rom%2C_die_Heilige_Treppe.JPG/1200px-Rom%2C_die_Heilige_Treppe.JPG, "<b>Scala Santa</b> - Sainte-Anne-de-Beaupré <b>Scala Santa</b> [menu items] La « <b>Scala Santa</b> » est l'escalier que Jésus…........Leggi di più su: https://sanctuairesainteanne.org/fr/sanctuaire/sca…"
Domus Aurea, 41.890998048112, 12.496798359711, 1, 0, https://www.theintrepidguide.com/wp-content/uploads/2016/09/Domus-Aurea-Rotating-Room.jpg, "Guide To Underground Rome From Cloaca Massima To Domus Aurea The Most Fascinating Underground Sites Of The Capital - freetosebooks.xyz........Leggi di più su: http://freetosebooks.xyz/8874489943-Guide-to-Under…"
Palazzo del Quirinale, 41.899391649963, 12.486595090448, 1, 0, http://www.portofrome.it/wp-content/uploads/2015/01/1-Roma_-_quirinale_interno.jpg, "il Quirinale è uno dei luoghi principali in cui si svolge la vita della Repubblica italiana. La visita del Palazzo, con l’apertura quotidiana e l’accesso del pubblico a nuovi ambienti, conduce alla scoperta di un patrimonio di arte, storia e cultura di inestimabile valore, espressione dell’operosità, della creatività e del genio degli italiani; permette allo stesso tempo di conoscere ...........Leggi di più su: https://palazzo.quirinale.it"
L'Ipogeo di Via Livenza, 41.91357, 12.495067, 0, 1, https://scoprendoroma.info/wp-content/uploads/2017/04/ipogeo-via-Livenza.jpg, "Coordinate. L'Ipogeo di via Livenza è una costruzione sotterranea antica situata presso l'attuale via Livenza a Roma, a nord del colle Quirinale, poco lontano dalle mura Aureliane, dove si trovava l'ampio Sepolcreto salario. Si tratta di un edificio dalla pianta allungata, simile a quella di un circo (21x7 metri), orientato sull'asse nord-sud, con vari ambienti laterali.........Leggi di più su: https://it.wikipedia.org/wiki/Ipogeo_di_via_Livenza"
Obelisco Lateranense, 41.886998265879, 12.504863059801, 1, 0, https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Obelisco_lateranense.jpg/1200px-Obelisco_lateranense.jpg, "The Lateran Obelisk is the largest standing ancient Egyptian obelisk in the world, and it is also the tallest obelisk in Italy. It originally weighed 413 tonnes (455 short tons), but after collapsing and being re-erected 4 metres (13 ft) shorter, now weighs around 300 tonnes (330 short tons).........Leggi di più su: https://en.wikipedia.org/wiki/Lateran_Obelisk"
Motorizzazione Civile Di Roma (Casilina), 41.875953681481, 12.605562732254, 0, 0, http://www.soluzioniperstranieri.com/wp-content/uploads/2013/04/prova1.jpg, "Uffici della Motorizzazione civile del Lazio - avvisi periodo emergenza Covid19: Avviso 24 - Accesso all'Ufficio - Accesso agli sportelli - Informazioni Avviso 25 - Prenotazione esami e operazioni tecniche (revisioni e collaudi) Avviso 26 - Attività operativa 'conto privato' Avviso 27 - Operazioni tecniche Avviso 28 - Esami abilitazioni di guida - Esami patente nautica Avviso 29 - Proroghe e ...........Leggi di più su: www.motorizzazioneroma.it"
Porta Sant'Anna, 41.903920853195, 12.457692655256, 0, 1, http://karmaroma.joydaz.ca/wp-content/uploads/2015/01/1422301206555.jpg, "Porta Sant'Anna, Lucques: 1,362 villas à louer. Trouvez la location de vacances parfaite pour partir en famille ou entre amis sur Abritel. Paiement en ligne sécurisé.........Leggi di più su: https://www.abritel.fr/search/keywords:porta-santanna-lucques-toscane-italie/filter:83"
Arco di Giano, 41.889307577733, 12.482571601868, 1, 0, https://upload.wikimedia.org/wikipedia/commons/8/8a/Roma_rione_Ripa_arco_di_Giano.jpg, "L' <b>arco di Giano</b> è un tetrapilo, un arco quadrifronte (ossia con quattro arcate) di Roma.........Leggi di più su: https://it.wikipedia.org/wiki/Arco_di_Giano"
Palazzo Pallavicini-Rospigliosi, 41.897647727629, 12.487659055045, 1, 0, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Monti_-_Palazzo_Rospigliosi-Pallavicini_1020787.JPG/1200px-Monti_-_Palazzo_Rospigliosi-Pallavicini_1020787.JPG, "The Palazzo Pallavicini-Rospigliosi is a palace in Rome, Italy. It was built by the Borghese family on the Quirinal Hill; its footprint occupies the site where the ruins of the baths of Constantine stood, whose remains still are part of the basement of the main building, the Casino dell'Aurora.........Leggi di più su: https://en.wikipedia.org/wiki/Palazzo_Pallavicini-Rospigliosi"
Accademia Libica, 41.952839380119, 12.45602860321, 0, 0, https://image.isu.pub/121019141650-b217e62b6cc6484cb8b31bb59fff7e32/jpg/page_1.jpg, "<b>Accademia Libica</b> - Academia.edu Academia.edu is a place to share and follow research.........Leggi di più su: accademialibica.academia.edu"
Presidenza del Consiglio dei Ministri Scuola Superiore della Pubblica Amministrazione, 41.936397627789, 12.46130925702, 0, 1, https://upload.wikimedia.org/wikipedia/it/8/85/Scuola_Superiore_Pubblica_Amministrazione_francobollo.jpg, "Club dei Formatori: incontro con le Amministrazioni per la nuova programmazione delle attività formative alla SNA. Il 24 giugno 2020 si svolge l’incontro - in modalità virtuale - del Club dei Formatori, riservato ai Referenti della formazione delle Amministrazioni centrali, per un confronto sulle linee programmatiche delle attività ...........Leggi di più su: www.sna.gov.it"
Obelisco di Dogali, 41.902178, 12.497492, 0, 1, https://www.reizen-en-reistips.nl/wp-content/uploads/2014/09/obelisco-di-dogali-rome-italie.jpg, "Dal 1916 anche la piazza antistante la Stazione Termini è dedicata ai 500 caduti di Dogali, col nome di Piazza dei Cinquecento. Descrizione [ modifica | modifica wikitesto ] Il monumento è costituito da un obelisco egizio, uno dei dieci oggi presenti a Roma, e da un basamento che ospita sui quattro lati le lapidi con i nomi dei caduti su due colonne e raccolti secondo il grado militare di ...........Leggi di più su: https://it.wikipedia.org/wiki/Obelisco_di_Dogali"
Monumento Ciceruacchio, 41.888866424561, 12.461494445801, 1, 0, https://upload.wikimedia.org/wikipedia/commons/a/a5/Monumento_ad_Angelo_Brunetti_detto_Ciceruacchio_(Ca'_Tiepolo%2C_Porto_Tolle).jpg, "MONUMENTO A CICERUACCHIO. Passeggiata del Gianicolo. 1907 Ettore Ximenes (1855/1926) Shown in the moment of his execution in 1849 with his son Lorenzo. The original location of the monument was Lungotevere Arnoldo da Brescia. In 1959 it was moved slightly in Lungotevere in Augusta for the construction of the tunnels along the River Tiber and finally, in 2011, it was placed in the Promenade of ...........Leggi di più su: https://romapedia.blogspot.com/2014/03/monument-to-ciceruacchio.html"
Ministero dei Trasporti - DG Sicurezza Stradale, 41.913260708308, 12.530141739427, 0, 1, http://www.gdc.ancitel.it/wp-content/uploads/2017/05/sicurezza-stradale-605x340.jpg, "Direzione Generale per la Sicurezza Stradale I contatti dirigenziali sono alla pagina Articolazione degli uffici in Amministrazione trasparente Si informa l'utenza che le PEC del Ministero possono ricevere esclusivamente i messaggi trasmessi da caselle di Posta Elettronica Certificata, quindi le richieste trasmesse con email tradizionale non verranno recapitate.........Leggi di più su: www.mit.gov.it/ministero/dipartimento-trasporti-navigazione-affari-generali/dg..."
Francesco uno di noi, 41.902342702158, 12.458543610022, 0, 1, http://www.eventiesagre.it/images/upload/image/2013/culturali/lombardia/dicembre/francesco_uno_di_noi.jpg, "Sansonetti, Vincenzo - Francesco, uno di noi Rizzoli Riportiamo la bella introduzione di Vincenzo Sansonetti a questo libro su Papa Francesco. Le immagini che lo raccontano ci mostrano, al di là degli stereotipi giornalistici cui siamo purtroppo abituati, il cuore grande e appassionato.........Leggi di più su: https://www.culturacattolica.it/.../scaffali/sansonetti-vincenzo-francesco-uno-di-noi"
Ufficio Reale, 41.945469, 12.473473, 0, 1, https://thumbs.dreamstime.com/b/spazio-di-ufficio-interno-appartamento-reale-22050821.jpg, "L’ufficio non è un semplice insieme di stanze, scrivanie e computer: l’ufficio è il luogo dove il tuo lavoro prende vita e dove le relazioni si trasformano in valore. Reale Mutua conosce le tue esigenze ed è per questo che ha studiato Protezione Ufficio , la soluzione modulare e flessibile pensata per i titolari di uffici, studi e agenzie.........Leggi di più su: https://www.realemutua.it/professionisti-e-imprese/azienda/protezione-ufficio"
A Umberto Re D'Italia, 41.91251373291, 12.488922119141, 0, 1, https://upload.wikimedia.org/wikipedia/commons/7/71/Umberto_I_Re_d%27Italia.jpg, "Humbert Ier (en italien Umberto I), né le 14 mars 1844 et mort le 29 juillet 1900, de la maison de Savoie, est roi d' Italie du 9 janvier 1878 jusqu'à son assassinat. Il est le fils de Victor-Emmanuel II et d' Adélaïde de Habsbourg-Lorraine.........Leggi di più su: https://fr.wikipedia.org/wiki/Humbert_Ier_(roi_d'Italie)"
Obelisco Pincio, 41.910900539661, 12.480166715636, 0, 1, https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Antinous_obelisk_Rome.jpg/1920px-Antinous_obelisk_Rome.jpg, "Attractions près de Obelisco del Pincio : (0.27 Km) Eglise Santa Maria del Popolo (0.13 Km) Monte Pincio (0.20 Km) The San Carlino Gran Teatro Dei Piccoli (0.14 Km) Terrazza del Pincio (0.27 Km) Piazza del Popolo; Voir toutes les attractions près de Obelisco del Pincio sur Tripadvisor........Leggi di più su: https://www.tripadvisor.fr/Attraction_Review-g187791-d12860142-Reviews-Obelisco_del..."
Salone D'Onore Coni, 41.932918, 12.459099, 0, 1, https://www.olimpopress.it/wp-content/uploads/2016/03/Salone-donore-del-Coni.jpg, "CONI - Salone d'Onore, Rome, Italy. 498 likes · 41 talking about this · 7,496 were here. Public &amp; Government Service........Leggi di più su: https://www.facebook.com/pages/CONI-Salone-dOnore/163446817032107"
Monumento a San Francesco d'Assisi, 41.8862, 12.5095, 1, 0, http://static.panoramio.com/photos/large/18546471.jpg, "Monumento a San Francesco d'Assissi is a statue located in the coastal path in Monterosso al Mare, one of the five towns in Cinque Terre National Park, in La Spezia Region, in the North of Italy. In fact, it is located near from Church of San Francesco, in a upper zone in the…........Leggi di più su: https://www.tripadvisor.com/Attraction_Review-g187820-d5445100-Reviews-Monumento_a_San..."
Museo Francescano, 41.868901798346, 12.382553924886, 0, 0, http://www.amei.biz/MC-API/Risorse/StreamImmagineCategoriaMedia.ashx?id=1240, "Il Museo Francescano non è un museo artistico, storico o archeologico, anche se comprende molti oggetti di alta qualità artistica e di grande valore storico. Si colloca invece nella categoria dei musei specializzati. Attraverso gli oggetti esposti nelle sue sale, il museo illustra la storia dell'Ordine francescano.........Leggi di più su: istcap.org/museo-francescano.html"
Museo Storico Guardia di Finanza, 41.83300415805, 12.504857459117, 0, 0, https://images.placesonline.com/photos/81612__museo_storico_della_guardia_di_finanza.jpg, "Riapertura al pubblico del Museo Storico e delle Sezioni distaccate A partire da lunedì 22 giugno, in occasione del 246° Anniversario della Fondazione della Guardia di Finanza, il Museo Storico di Roma e le Sezioni distaccate riapriranno al pubblico, adottando tutte le misure di protezione e prevenzione necessarie.........Leggi di più su: museostorico.gdf.it"
Nemi: Museo delle Navi Romane e Sagra delle Fragole, 41.866573, 12.546836, 1, 0, http://newsgo.it/wp-content/uploads/2015/06/sagra-delle-fragole-di-nemi.jpg, "Il borgo di Nemi, situato nella zona dei Castelli romani, è un piccolo scrigno di tesori da scoprire fra cui il lago, il museo delle navi romane e le fragole.Adagiata fra i monti Albani, Nemi sorge nei pressi dell’omonimo lago che ne caratterizza lo scenario. Dalle sue terrazze panoramiche infatti si può godere della rilassante vista sullo specchio d’acqua e di splendidi tramonti.........Leggi di più su: https://www.ilmiotempomigliore.it/scopri-con-me-visite-ed-escursioni/passeggiata-a..."
Museo Pio Clementino, 41.906254736138, 12.454059374053, 0, 1, https://c1.staticflickr.com/9/8294/7757770198_34e731056f_b.jpg, "Le musée Pio-Clementino fait partie de l'ensemble des Musées du Vatican, à Rome. Situé dans le petit palais du Belvédère, il est le plus grand complexe des musées du Vatican. Comptant une douzaine de salles, il abrite d'importantes collections des périodes grecque et romaine, dont certains chefs-d'œuvre de l'art mondial.........Leggi di più su: https://fr.wikipedia.org/wiki/Musée_Pio-Clementino"
Galleria dei Candelabri, 41.905899433822, 12.454210525192, 0, 1, https://photos.travelblog.org/Photos/17776/378864/f/3535108-Galleria-dei-candelabri-1.jpg, "Galleria dei Candelabri La Galleria prende nome dai monumentali candelabri marmorei che abbinati a colonne in marmo colorato delimitano le sei sezioni espositive. Allestita sotto papa Pio VI Braschi tra il 1785 ed il 1788, venne completamente rinnovata nell'apparato decorativo durante il pontificato di Leone XIII Pecci (1878-1903).........Leggi di più su: www.museivaticani.va/.../Galleria-dei-Candelabri/galleria-dei-candelabri.html"
Galleria degli Arazzi, 41.906477084902, 12.453583529191, 0, 1, https://upload.wikimedia.org/wikipedia/commons/6/6b/0_l'Adoration_des_Mages_-_Galleria_degli_Arazzi.JPG, "The Galleria degli Arazzi. Next door to the Galleria dei Candelabri lies the Galleria degli Arazzi (Gallery of Tapestries). This is a deceptively simple room, yet it has treasures within. But the greatest miracle of these 27 tapestries is that they have survived at all. The tapestries were, for the most part, woven during the 1600s, though some are more recent. The impetus came from Pope Leo X ...........Leggi di più su: https://www.tickitaly.com/tickets/vatican-arazzi.php"
Appartamento di San Pio V, 41.905649897987, 12.453684296172, 0, 1, https://upload.wikimedia.org/wikipedia/commons/e/e9/0_Cappella_di_San_Pio_V_-_Palazzi_Pontifici_-_Vatican_(2).JPG, "Comprende la Galleria, due salette e una cappella. Fu voluto dal papa Pio V (1566-1572) e affrescato da Giorgio Vasari e Federico Zuccari. Vi sono esposti arazzi fiamminghi del XV e XVI secolo.........Leggi di più su: https://www.vaticanstate.va/it/monumenti/musei-vaticani/appartamento-di-pio-v.html"
Casale Della Cervelletta, 41.913254055849, 12.585608547267, 0, 0, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Casale_della_Cervelletta%2C_Rome%2C_Italy_-_01.jpg/1200px-Casale_della_Cervelletta%2C_Rome%2C_Italy_-_01.jpg, "Le Casale della Cervelletta est une ferme avec une tour médiévale qui domine le domaine homonyme, située dans la réserve naturelle de la Vallée dell'Aniene à Rome, via della Cervelletta, à la frontière entre les zones urbaines de Colli Aniene et Tor Sapienza, dans le secteur de l' Agro Romano dénommé Tor Cervara.........Leggi di più su: https://fr.wikipedia.org/wiki/Casale_della_Cervelletta"
Torretta Valadier, 41.936353, 12.465378, 0, 1, http://www.fabriziomosconi.com/foto/foto/flaminio/big/torretta_valadier.jpg, "The inestimable artistic heritage of Rome is the preferred destination for the many students who decide to benefit from the many cultural opportunities that the city ...........Leggi di più su: https://turismoroma.it/en/places/torretta-valadier-di-ponte-milvio"
Archivio Storico Istituto Luce, 41.850175599521, 12.574313879013, 0, 0, https://i.ytimg.com/vi/iwTlI6EbEzI/hqdefault.jpg, "Documentari Istituto Nazionale Luce (1924-1961) Documentari Istituto Luce SpA (1962-1998) Documentari Incom (1938-1965) Documentari Opus (1947-1966) Documentari Co-produzioni Luce (1968-1998) Documentari Astra (1954-1960) Documentari Ufa (1932-1944) Documentari Ciac (1949-1981) Documentari Sampaolo (1969) Documentari S.I.C. (1924-1926)........Leggi di più su: https://www.archivioluce.com"
Museo delle Mura, 41.875591204176, 12.504790250934, 1, 0, https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Porta_St._Sebastiano_Rome_2011_1.jpg/1200px-Porta_St._Sebastiano_Rome_2011_1.jpg, "The Museo delle Mura ("museum of the walls") is an archaeological museum in Rome, Italy.It is housed in the first and second floors of the Porta San Sebastiano at the beginning of the Appian Way. It provides an exhibition on the walls of Rome and their building techniques, as well as the opportunity to walk along the inside of one of the best-preserved stretches of the Aurelian Wall.........Leggi di più su: https://en.wikipedia.org/wiki/Museo_delle_Mura"
Appia Antica Ciampino, 41.799976082982, 12.584347513783, 0, 0, https://download.viamichelin.com/images/michelin_guide/max/NX-5926.jpg, "Situé à Rome, à 3,7 km de la Domus Aurea et à 3,8 km du Colisée, l'Appia Antica propose des hébergements dotés d'une connexion Wi-Fi gratuite et d'une télévision à écran plat. Offrant une vue sur le jardin, il se trouve à 4 km de la colline Palatine et à 4,3 km de la porte Majeure.........Leggi di più su: https://www.viamichelin.fr/web/Hotel/Rome-00147-_-cfhjb806"
Tomba Di Nerone, 41.967548736994, 12.440171122874, 0, 0, https://upload.wikimedia.org/wikipedia/commons/f/fb/Tomba_di_Nerone.jpg, "Tomba di Nerone est une zone de Rome (zona di Roma) située au nord-ouest de Rome en Italie. Elle est désignée dans la nomenclature administrative par Z.LIII et fait partie du Municipio XV. En 2009, sa population était estimée à 35 549 habitants répartis sur une superficie de 9,58 km².........Leggi di più su: https://fr.wikipedia.org/wiki/Tomba_di_Nerone"
Fontana del Mosè, 41.904333225643, 12.494426965713, 0, 1, http://static.panoramio.com/photos/large/6896692.jpg, "La fontana, o Mostra dell'Acqua Felice o anche fontana del Mosè, fu così chiamata in onore di papa Sisto V, al secolo Felice Peretti: intenzione del papa era di rifornire d'acqua i rioni sorgenti nei colli Viminale e Quirinale e in particolare la sua sontuosa e vastissima villa Montalto, che si estendeva su entrambi i colli.........Leggi di più su: https://it.wikipedia.org/wiki/Fontana_dell'Acqua_Felice"
Colonnato di Piazza San Pietro, 41.902245099709, 12.458324432373, 0, 1, https://www.tgtourism.tv/wp-content/uploads/2015/12/Piazza-San-Pietro.jpg, "Coordinate. Piazza San Pietro è la piazza antistante la basilica di San Pietro.. Posta a margine del centro storico di Roma, a 19 m s.l.m., la piazza fa parte della Città del Vaticano ed è delimitata dal confine con lo Stato italiano; attraverso il rione Borgo che giace a est, i principali accessi sono da via di Porta Angelica o da via della Conciliazione........Leggi di più su: https://it.wikipedia.org/wiki/Piazza_San_Pietro"
